,Country,Date/Time,topic
2905,Nigeria,12/18/14 0:00,topic2
2906,Nigeria,12/18/14 0:00,topic2
2907,Nigeria,12/30/14 0:00,topic2
3047,Oman,9/26/13 0:00,topic6
3048,Oman,10/30/13 0:00,topic4
3046,Oman,11/11/13 0:00,topic6
3433,Papua New Guinea,11/4/13 0:00,topic4
3432,Papua New Guinea,11/22/13 0:00,topic4
3434,Papua New Guinea,6/23/14 0:00,topic2
3431,Papua New Guinea,6/24/14 0:00,topic1
3430,Papua New Guinea,7/16/14 0:00,topic2
3435,Papua New Guinea,8/29/14 0:00,topic2
3102,Pakistan,6/24/13 0:00,topic2
3103,Pakistan,6/24/13 0:00,topic2
3104,Pakistan,6/24/13 0:00,topic2
3105,Pakistan,6/25/13 0:00,topic4
3125,Pakistan,6/26/13 0:00,topic2
3106,Pakistan,6/27/13 0:00,topic2
3107,Pakistan,6/28/13 0:00,topic2
3108,Pakistan,7/1/13 0:00,topic2
3109,Pakistan,7/11/13 0:00,topic2
3110,Pakistan,7/11/13 0:00,topic2
3111,Pakistan,7/11/13 0:00,topic2
3112,Pakistan,7/12/13 0:00,topic2
3113,Pakistan,7/15/13 0:00,topic2
3114,Pakistan,7/16/13 0:00,topic2
3115,Pakistan,7/16/13 0:00,topic4
3116,Pakistan,7/18/13 0:00,topic2
3117,Pakistan,7/18/13 0:00,topic2
3163,Pakistan,7/25/13 0:00,topic2
3138,Pakistan,7/26/13 0:00,topic2
3147,Pakistan,7/29/13 0:00,topic2
3148,Pakistan,7/29/13 0:00,topic2
3168,Pakistan,7/30/13 0:00,topic2
3169,Pakistan,7/30/13 0:00,topic2
3171,Pakistan,7/31/13 0:00,topic2
3172,Pakistan,7/31/13 0:00,topic4
3133,Pakistan,7/31/13 0:00,topic6
3170,Pakistan,7/31/13 0:00,topic6
3132,Pakistan,8/9/13 0:00,topic2
3118,Pakistan,8/13/13 0:00,topic7
3182,Pakistan,8/14/13 0:00,topic2
3183,Pakistan,8/15/13 0:00,topic7
3119,Pakistan,9/5/13 0:00,topic1
3120,Pakistan,9/6/13 0:00,topic2
3122,Pakistan,9/9/13 0:00,topic1
3121,Pakistan,9/9/13 0:00,topic2
3123,Pakistan,9/10/13 0:00,topic4
3124,Pakistan,9/11/13 0:00,topic2
3158,Pakistan,9/12/13 0:00,topic2
3142,Pakistan,9/16/13 0:00,topic2
3143,Pakistan,9/16/13 0:00,topic2
3144,Pakistan,9/16/13 0:00,topic2
3145,Pakistan,9/16/13 0:00,topic2
3160,Pakistan,9/19/13 0:00,topic2
3161,Pakistan,9/19/13 0:00,topic2
3135,Pakistan,9/20/13 0:00,topic6
3184,Pakistan,9/23/13 0:00,topic2
3185,Pakistan,9/23/13 0:00,topic2
3186,Pakistan,9/23/13 0:00,topic2
3187,Pakistan,9/26/13 0:00,topic4
3189,Pakistan,9/27/13 0:00,topic2
3188,Pakistan,9/27/13 0:00,topic4
3190,Pakistan,9/27/13 0:00,topic4
3193,Pakistan,9/30/13 0:00,topic1
3191,Pakistan,9/30/13 0:00,topic2
3192,Pakistan,9/30/13 0:00,topic2
3194,Pakistan,10/4/13 0:00,topic2
3195,Pakistan,10/4/13 0:00,topic6
3165,Pakistan,10/8/13 0:00,topic2
3175,Pakistan,10/9/13 0:00,topic2
3153,Pakistan,10/10/13 0:00,topic2
3155,Pakistan,10/10/13 0:00,topic2
3156,Pakistan,10/10/13 0:00,topic2
3157,Pakistan,10/10/13 0:00,topic2
3154,Pakistan,10/10/13 0:00,topic4
3134,Pakistan,10/11/13 0:00,topic1
3196,Pakistan,10/14/13 0:00,topic2
3131,Pakistan,10/17/13 0:00,topic2
3197,Pakistan,10/24/13 0:00,topic2
3198,Pakistan,10/25/13 0:00,topic6
3127,Pakistan,10/31/13 0:00,topic2
3128,Pakistan,10/31/13 0:00,topic2
3129,Pakistan,10/31/13 0:00,topic2
3130,Pakistan,10/31/13 0:00,topic2
3199,Pakistan,11/4/13 0:00,topic2
3201,Pakistan,11/4/13 0:00,topic2
3200,Pakistan,11/4/13 0:00,topic6
3202,Pakistan,11/5/13 0:00,topic2
3203,Pakistan,11/6/13 0:00,topic1
3151,Pakistan,11/7/13 0:00,topic2
3152,Pakistan,11/7/13 0:00,topic2
3204,Pakistan,11/8/13 0:00,topic1
3205,Pakistan,11/8/13 0:00,topic2
3141,Pakistan,11/11/13 0:00,topic2
3126,Pakistan,11/15/13 0:00,topic2
3166,Pakistan,11/19/13 0:00,topic2
3167,Pakistan,11/19/13 0:00,topic2
3179,Pakistan,11/20/13 0:00,topic2
3162,Pakistan,11/21/13 0:00,topic2
3136,Pakistan,11/22/13 0:00,topic2
3137,Pakistan,11/22/13 0:00,topic2
3146,Pakistan,11/25/13 0:00,topic2
3139,Pakistan,12/2/13 0:00,topic2
3140,Pakistan,12/2/13 0:00,topic2
3164,Pakistan,12/3/13 0:00,topic2
3173,Pakistan,12/4/13 0:00,topic2
3174,Pakistan,12/4/13 0:00,topic6
3180,Pakistan,12/5/13 0:00,topic2
3181,Pakistan,12/5/13 0:00,topic6
3176,Pakistan,12/18/13 0:00,topic2
3177,Pakistan,12/18/13 0:00,topic2
3178,Pakistan,12/18/13 0:00,topic2
3159,Pakistan,12/19/13 0:00,topic2
3149,Pakistan,12/30/13 0:00,topic2
3150,Pakistan,12/30/13 0:00,topic4
3206,Pakistan,5/16/14 0:00,topic2
3208,Pakistan,5/19/14 0:00,topic2
3209,Pakistan,5/19/14 0:00,topic4
3207,Pakistan,5/19/14 0:00,topic6
3081,Pakistan,5/20/14 0:00,topic2
3062,Pakistan,5/21/14 0:00,topic2
3210,Pakistan,5/22/14 0:00,topic2
3211,Pakistan,5/22/14 0:00,topic2
3213,Pakistan,5/23/14 0:00,topic2
3212,Pakistan,5/23/14 0:00,topic4
3214,Pakistan,6/5/14 0:00,topic1
3215,Pakistan,6/5/14 0:00,topic2
3216,Pakistan,6/6/14 0:00,topic2
3217,Pakistan,6/6/14 0:00,topic2
3218,Pakistan,6/6/14 0:00,topic2
3219,Pakistan,6/16/14 0:00,topic2
3220,Pakistan,6/16/14 0:00,topic2
3221,Pakistan,6/16/14 0:00,topic2
3096,Pakistan,6/17/14 0:00,topic2
3097,Pakistan,6/17/14 0:00,topic2
3222,Pakistan,6/19/14 0:00,topic2
3223,Pakistan,6/19/14 0:00,topic2
3224,Pakistan,6/20/14 0:00,topic2
3225,Pakistan,6/20/14 0:00,topic2
3227,Pakistan,6/23/14 0:00,topic2
3226,Pakistan,6/23/14 0:00,topic6
3077,Pakistan,6/24/14 0:00,topic2
3055,Pakistan,6/25/14 0:00,topic2
3228,Pakistan,6/25/14 0:00,topic2
3056,Pakistan,6/25/14 0:00,topic4
3229,Pakistan,7/7/14 0:00,topic4
3098,Pakistan,7/8/14 0:00,topic2
3230,Pakistan,7/10/14 0:00,topic2
3231,Pakistan,7/10/14 0:00,topic2
3232,Pakistan,7/10/14 0:00,topic2
3233,Pakistan,7/14/14 0:00,topic2
3234,Pakistan,7/14/14 0:00,topic2
3070,Pakistan,7/16/14 0:00,topic2
3071,Pakistan,7/16/14 0:00,topic2
3235,Pakistan,7/18/14 0:00,topic2
3236,Pakistan,7/21/14 0:00,topic2
3079,Pakistan,7/22/14 0:00,topic1
3080,Pakistan,7/22/14 0:00,topic1
3078,Pakistan,7/22/14 0:00,topic2
3057,Pakistan,7/23/14 0:00,topic2
3059,Pakistan,7/23/14 0:00,topic2
3058,Pakistan,7/23/14 0:00,topic4
3237,Pakistan,7/28/14 0:00,topic2
3052,Pakistan,7/30/14 0:00,topic2
3238,Pakistan,8/1/14 0:00,topic4
3239,Pakistan,8/4/14 0:00,topic2
3068,Pakistan,8/6/14 0:00,topic2
3069,Pakistan,8/6/14 0:00,topic2
3085,Pakistan,8/12/14 0:00,topic2
3065,Pakistan,8/13/14 0:00,topic2
3100,Pakistan,8/14/14 0:00,topic2
3240,Pakistan,8/15/14 0:00,topic2
3241,Pakistan,8/15/14 0:00,topic2
3094,Pakistan,8/19/14 0:00,topic1
3092,Pakistan,8/19/14 0:00,topic2
3093,Pakistan,8/19/14 0:00,topic2
3095,Pakistan,8/19/14 0:00,topic2
3242,Pakistan,8/22/14 0:00,topic4
3243,Pakistan,8/25/14 0:00,topic2
3244,Pakistan,8/25/14 0:00,topic2
3075,Pakistan,8/26/14 0:00,topic2
3053,Pakistan,8/27/14 0:00,topic1
3049,Pakistan,8/28/14 0:00,topic2
3245,Pakistan,8/29/14 0:00,topic1
3089,Pakistan,9/2/14 0:00,topic1
3091,Pakistan,9/2/14 0:00,topic1
3090,Pakistan,9/2/14 0:00,topic2
3246,Pakistan,9/5/14 0:00,topic1
3247,Pakistan,9/5/14 0:00,topic2
3248,Pakistan,9/8/14 0:00,topic4
3066,Pakistan,9/10/14 0:00,topic2
3249,Pakistan,9/11/14 0:00,topic1
3250,Pakistan,9/12/14 0:00,topic2
3251,Pakistan,9/12/14 0:00,topic7
3252,Pakistan,9/29/14 0:00,topic2
3086,Pakistan,10/7/14 0:00,topic2
3087,Pakistan,10/7/14 0:00,topic2
3088,Pakistan,10/7/14 0:00,topic2
3067,Pakistan,10/8/14 0:00,topic2
3051,Pakistan,10/9/14 0:00,topic2
3050,Pakistan,10/9/14 0:00,topic7
3072,Pakistan,10/15/14 0:00,topic2
3073,Pakistan,10/15/14 0:00,topic2
3253,Pakistan,10/20/14 0:00,topic2
3254,Pakistan,10/20/14 0:00,topic2
3060,Pakistan,10/22/14 0:00,topic2
3061,Pakistan,10/22/14 0:00,topic4
3255,Pakistan,10/27/14 0:00,topic2
3256,Pakistan,10/27/14 0:00,topic2
3257,Pakistan,10/27/14 0:00,topic2
3258,Pakistan,10/31/14 0:00,topic2
3259,Pakistan,10/31/14 0:00,topic4
3260,Pakistan,11/3/14 0:00,topic7
3074,Pakistan,11/5/14 0:00,topic2
3261,Pakistan,11/17/14 0:00,topic2
3082,Pakistan,11/18/14 0:00,topic2
3076,Pakistan,11/25/14 0:00,topic2
3054,Pakistan,11/26/14 0:00,topic2
3262,Pakistan,11/27/14 0:00,topic2
3263,Pakistan,12/1/14 0:00,topic2
3265,Pakistan,12/1/14 0:00,topic2
3264,Pakistan,12/1/14 0:00,topic6
3266,Pakistan,12/4/14 0:00,topic2
3267,Pakistan,12/8/14 0:00,topic6
3268,Pakistan,12/11/14 0:00,topic2
3269,Pakistan,12/12/14 0:00,topic2
3083,Pakistan,12/16/14 0:00,topic2
3084,Pakistan,12/16/14 0:00,topic2
3063,Pakistan,12/17/14 0:00,topic2
3064,Pakistan,12/17/14 0:00,topic2
3099,Pakistan,12/18/14 0:00,topic2
3101,Pakistan,12/30/14 0:00,topic2
3270,Panama,10/21/14 0:00,topic4
3271,Papua New Guinea,9/12/13 0:00,topic2
3272,Papua New Guinea,10/16/13 0:00,topic2
3273,Papua New Guinea,6/20/14 0:00,topic8
3275,Paraguay,6/27/13 0:00,topic4
3277,Paraguay,7/31/13 0:00,topic2
3278,Paraguay,7/31/13 0:00,topic2
3279,Paraguay,9/26/13 0:00,topic4
3276,Paraguay,10/31/13 0:00,topic7
3280,Paraguay,5/16/14 0:00,topic4
3281,Paraguay,6/6/14 0:00,topic4
3282,Paraguay,6/23/14 0:00,topic7
3274,Paraguay,6/24/14 0:00,topic4
3283,Paraguay,7/28/14 0:00,topic7
3289,Peru,6/25/13 0:00,topic2
3290,Peru,7/18/13 0:00,topic2
3291,Peru,8/12/13 0:00,topic2
3292,Peru,8/13/13 0:00,topic2
3293,Peru,8/27/13 0:00,topic4
3294,Peru,9/13/13 0:00,topic7
3295,Peru,10/30/13 0:00,topic4
3284,Peru,6/25/14 0:00,topic2
3285,Peru,7/23/14 0:00,topic1
3296,Peru,9/12/14 0:00,topic2
3297,Peru,9/29/14 0:00,topic4
3287,Peru,11/18/14 0:00,topic2
3286,Peru,11/25/14 0:00,topic4
3288,Peru,12/31/14 0:00,topic2
3315,Philippines,6/28/13 0:00,topic2
3316,Philippines,6/28/13 0:00,topic4
3317,Philippines,7/1/13 0:00,topic4
3320,Philippines,7/15/13 0:00,topic2
3318,Philippines,7/15/13 0:00,topic4
3319,Philippines,7/15/13 0:00,topic4
3321,Philippines,7/17/13 0:00,topic2
3355,Philippines,7/29/13 0:00,topic4
3368,Philippines,7/30/13 0:00,topic2
3369,Philippines,7/31/13 0:00,topic2
3341,Philippines,8/9/13 0:00,topic2
3322,Philippines,8/12/13 0:00,topic2
3323,Philippines,8/12/13 0:00,topic4
3324,Philippines,8/13/13 0:00,topic4
3377,Philippines,8/15/13 0:00,topic4
3333,Philippines,8/27/13 0:00,topic4
3325,Philippines,9/5/13 0:00,topic4
3326,Philippines,9/9/13 0:00,topic2
3327,Philippines,9/10/13 0:00,topic2
3328,Philippines,9/11/13 0:00,topic2
3329,Philippines,9/11/13 0:00,topic2
3358,Philippines,9/12/13 0:00,topic2
3359,Philippines,9/12/13 0:00,topic2
3375,Philippines,9/13/13 0:00,topic2
3376,Philippines,9/13/13 0:00,topic2
3350,Philippines,9/16/13 0:00,topic2
3351,Philippines,9/16/13 0:00,topic2
3352,Philippines,9/16/13 0:00,topic2
3361,Philippines,9/19/13 0:00,topic2
3362,Philippines,9/19/13 0:00,topic2
3345,Philippines,9/20/13 0:00,topic4
3379,Philippines,9/23/13 0:00,topic2
3378,Philippines,9/23/13 0:00,topic4
3380,Philippines,9/24/13 0:00,topic2
3381,Philippines,9/24/13 0:00,topic4
3382,Philippines,9/26/13 0:00,topic7
3383,Philippines,9/27/13 0:00,topic2
3385,Philippines,9/30/13 0:00,topic2
3384,Philippines,9/30/13 0:00,topic4
3427,Philippines,10/10/13 0:00,topic2
3425,Philippines,10/11/13 0:00,topic4
3386,Philippines,10/14/13 0:00,topic4
3387,Philippines,10/14/13 0:00,topic4
3388,Philippines,10/16/13 0:00,topic4
3336,Philippines,10/17/13 0:00,topic2
3335,Philippines,10/17/13 0:00,topic4
3334,Philippines,10/18/13 0:00,topic4
3337,Philippines,10/23/13 0:00,topic2
3338,Philippines,10/23/13 0:00,topic4
3339,Philippines,10/23/13 0:00,topic4
3340,Philippines,10/23/13 0:00,topic4
3390,Philippines,10/24/13 0:00,topic4
3389,Philippines,10/24/13 0:00,topic6
3391,Philippines,10/25/13 0:00,topic4
3392,Philippines,10/30/13 0:00,topic2
3332,Philippines,10/31/13 0:00,topic4
3393,Philippines,11/6/13 0:00,topic2
3394,Philippines,11/6/13 0:00,topic4
3357,Philippines,11/7/13 0:00,topic4
3395,Philippines,11/8/13 0:00,topic4
3426,Philippines,11/11/13 0:00,topic4
3364,Philippines,11/12/13 0:00,topic4
3342,Philippines,11/13/13 0:00,topic7
3343,Philippines,11/13/13 0:00,topic7
3344,Philippines,11/13/13 0:00,topic7
3331,Philippines,11/15/13 0:00,topic2
3330,Philippines,11/15/13 0:00,topic4
3353,Philippines,11/18/13 0:00,topic4
3354,Philippines,11/18/13 0:00,topic4
3365,Philippines,11/19/13 0:00,topic2
3367,Philippines,11/19/13 0:00,topic4
3366,Philippines,11/19/13 0:00,topic8
3372,Philippines,11/20/13 0:00,topic4
3373,Philippines,11/20/13 0:00,topic4
3363,Philippines,11/21/13 0:00,topic4
3346,Philippines,11/22/13 0:00,topic4
3347,Philippines,11/22/13 0:00,topic4
3348,Philippines,11/29/13 0:00,topic4
3349,Philippines,12/2/13 0:00,topic6
3374,Philippines,12/5/13 0:00,topic2
3370,Philippines,12/18/13 0:00,topic4
3371,Philippines,12/18/13 0:00,topic4
3360,Philippines,12/19/13 0:00,topic2
3356,Philippines,12/30/13 0:00,topic4
3303,Philippines,5/14/14 0:00,topic6
3300,Philippines,5/21/14 0:00,topic2
3396,Philippines,6/16/14 0:00,topic4
3311,Philippines,6/17/14 0:00,topic2
3398,Philippines,6/19/14 0:00,topic2
3397,Philippines,6/19/14 0:00,topic7
3399,Philippines,6/19/14 0:00,topic7
3400,Philippines,6/20/14 0:00,topic2
3401,Philippines,7/7/14 0:00,topic2
3306,Philippines,7/9/14 0:00,topic8
3402,Philippines,7/14/14 0:00,topic2
3403,Philippines,7/14/14 0:00,topic4
3313,Philippines,7/15/14 0:00,topic2
3312,Philippines,7/15/14 0:00,topic4
3305,Philippines,7/16/14 0:00,topic4
3404,Philippines,7/17/14 0:00,topic2
3308,Philippines,7/22/14 0:00,topic2
3307,Philippines,7/22/14 0:00,topic8
3299,Philippines,7/23/14 0:00,topic8
3405,Philippines,7/28/14 0:00,topic2
3406,Philippines,8/1/14 0:00,topic4
3407,Philippines,8/15/14 0:00,topic4
3408,Philippines,8/22/14 0:00,topic5
3409,Philippines,9/8/14 0:00,topic2
3410,Philippines,9/12/14 0:00,topic2
3411,Philippines,9/19/14 0:00,topic7
3412,Philippines,9/29/14 0:00,topic2
3298,Philippines,10/9/14 0:00,topic2
3413,Philippines,10/20/14 0:00,topic2
3310,Philippines,10/21/14 0:00,topic4
3414,Philippines,10/31/14 0:00,topic2
3415,Philippines,11/3/14 0:00,topic2
3416,Philippines,11/17/14 0:00,topic2
3417,Philippines,11/17/14 0:00,topic2
3418,Philippines,11/24/14 0:00,topic4
3309,Philippines,12/2/14 0:00,topic2
3304,Philippines,12/3/14 0:00,topic4
3419,Philippines,12/4/14 0:00,topic4
3421,Philippines,12/5/14 0:00,topic2
3420,Philippines,12/5/14 0:00,topic4
3422,Philippines,12/8/14 0:00,topic4
3423,Philippines,12/11/14 0:00,topic1
3424,Philippines,12/12/14 0:00,topic2
3301,Philippines,12/17/14 0:00,topic2
3302,Philippines,12/17/14 0:00,topic2
3314,Philippines,12/30/14 0:00,topic4
3429,Philippines,7/18/14 0:00,topic4
3428,Philippines,9/10/14 0:00,topic2
3436,Romania,9/13/13 0:00,topic7
3437,Romania,11/17/14 0:00,topic4
3443,Russia,6/24/13 0:00,topic4
3444,Russia,6/28/13 0:00,topic4
3445,Russia,7/2/13 0:00,topic2
3446,Russia,7/18/13 0:00,topic1
3447,Russia,9/20/13 0:00,topic2
3451,Russia,9/23/13 0:00,topic2
3452,Russia,10/14/13 0:00,topic4
3453,Russia,10/16/13 0:00,topic2
3450,Russia,12/5/13 0:00,topic2
3448,Russia,12/30/13 0:00,topic2
3449,Russia,12/31/13 0:00,topic2
3454,Russia,5/16/14 0:00,topic2
3455,Russia,7/17/14 0:00,topic4
3439,Russia,8/6/14 0:00,topic2
3456,Russia,9/8/14 0:00,topic4
3457,Russia,9/11/14 0:00,topic2
3458,Russia,12/1/14 0:00,topic2
3459,Russia,12/11/14 0:00,topic2
3460,Russia,12/11/14 0:00,topic2
3438,Russia,12/17/14 0:00,topic2
3441,Russia,12/30/14 0:00,topic2
3442,Russia,12/30/14 0:00,topic4
3440,Russia,12/31/14 0:00,topic2
3461,Russia,10/18/13 0:00,topic2
3462,Russia,7/15/13 0:00,topic2
3463,Russia,7/15/13 0:00,topic2
3465,Russia,9/27/13 0:00,topic2
3464,Russia,10/31/13 0:00,topic2
3468,Rwanda,6/24/13 0:00,topic1
3471,Rwanda,7/29/13 0:00,topic2
3469,Rwanda,7/31/13 0:00,topic4
3472,Rwanda,7/31/13 0:00,topic4
3470,Rwanda,9/16/13 0:00,topic1
3473,Rwanda,10/4/13 0:00,topic2
3474,Rwanda,5/19/14 0:00,topic4
3475,Rwanda,6/6/14 0:00,topic2
3466,Rwanda,7/9/14 0:00,topic2
3467,Rwanda,8/12/14 0:00,topic6
3481,Saudi Arabia,6/24/13 0:00,topic2
3482,Saudi Arabia,7/15/13 0:00,topic6
3490,Saudi Arabia,7/29/13 0:00,topic2
3497,Saudi Arabia,7/30/13 0:00,topic2
3486,Saudi Arabia,8/9/13 0:00,topic4
3483,Saudi Arabia,9/9/13 0:00,topic6
3493,Saudi Arabia,9/19/13 0:00,topic6
3499,Saudi Arabia,10/4/13 0:00,topic2
3491,Saudi Arabia,10/10/13 0:00,topic4
3492,Saudi Arabia,10/10/13 0:00,topic6
3485,Saudi Arabia,10/18/13 0:00,topic2
3500,Saudi Arabia,10/25/13 0:00,topic2
3501,Saudi Arabia,10/30/13 0:00,topic2
3502,Saudi Arabia,11/4/13 0:00,topic2
3503,Saudi Arabia,11/5/13 0:00,topic2
3489,Saudi Arabia,11/11/13 0:00,topic2
3496,Saudi Arabia,11/12/13 0:00,topic2
3487,Saudi Arabia,11/13/13 0:00,topic4
3484,Saudi Arabia,11/15/13 0:00,topic2
3498,Saudi Arabia,11/20/13 0:00,topic2
3494,Saudi Arabia,11/21/13 0:00,topic6
3488,Saudi Arabia,11/22/13 0:00,topic4
3495,Saudi Arabia,12/3/13 0:00,topic2
3478,Saudi Arabia,5/14/14 0:00,topic2
3504,Saudi Arabia,5/16/14 0:00,topic4
3477,Saudi Arabia,5/21/14 0:00,topic6
3479,Saudi Arabia,7/22/14 0:00,topic6
3506,Saudi Arabia,8/7/14 0:00,topic4
3505,Saudi Arabia,8/7/14 0:00,topic6
3480,Saudi Arabia,8/19/14 0:00,topic4
3476,Saudi Arabia,8/28/14 0:00,topic2
3507,Saudi Arabia,12/11/14 0:00,topic2
3508,Senegal,9/9/13 0:00,topic6
3512,Senegal,9/26/13 0:00,topic7
3511,Senegal,11/11/13 0:00,topic4
3509,Senegal,11/15/13 0:00,topic1
3510,Senegal,11/15/13 0:00,topic4
3516,Serbia,8/9/13 0:00,topic2
3514,Serbia,9/6/13 0:00,topic1
3515,Serbia,10/17/13 0:00,topic7
3513,Serbia,5/20/14 0:00,topic2
3517,Serbia,5/22/14 0:00,topic4
3518,Serbia,10/16/14 0:00,topic1
3519,Serbia,12/8/14 0:00,topic2
3520,Serbia,6/27/13 0:00,topic2
3521,Serbia,8/27/13 0:00,topic2
3523,Serbia,9/19/13 0:00,topic2
3524,Serbia,10/8/13 0:00,topic2
3525,Serbia,11/4/13 0:00,topic2
3526,Serbia,11/5/13 0:00,topic2
3527,Serbia,11/6/13 0:00,topic2
3522,Serbia,11/18/13 0:00,topic2
3528,Serbia,6/6/14 0:00,topic2
3529,Serbia,6/23/14 0:00,topic2
3530,Serbia,9/5/14 0:00,topic8
3531,Serbia,10/31/14 0:00,topic2
3532,Serbia,12/5/14 0:00,topic1
3543,Sierra Leone,6/24/13 0:00,topic8
3545,Sierra Leone,8/9/13 0:00,topic7
3544,Sierra Leone,8/27/13 0:00,topic2
3547,Sierra Leone,10/14/13 0:00,topic2
3546,Sierra Leone,11/7/13 0:00,topic2
3539,Sierra Leone,6/17/14 0:00,topic2
3536,Sierra Leone,7/23/14 0:00,topic6
3549,Sierra Leone,7/28/14 0:00,topic2
3548,Sierra Leone,7/28/14 0:00,topic6
3535,Sierra Leone,7/30/14 0:00,topic6
3550,Sierra Leone,8/1/14 0:00,topic6
3551,Sierra Leone,8/1/14 0:00,topic6
3552,Sierra Leone,9/8/14 0:00,topic2
3540,Sierra Leone,9/9/14 0:00,topic2
3533,Sierra Leone,10/9/14 0:00,topic4
3534,Sierra Leone,10/9/14 0:00,topic4
3538,Sierra Leone,10/15/14 0:00,topic2
3541,Sierra Leone,11/27/14 0:00,topic4
3553,Sierra Leone,11/27/14 0:00,topic4
3537,Sierra Leone,12/17/14 0:00,topic4
3542,Sierra Leone,12/18/14 0:00,topic4
3555,Solomon Islands,9/19/13 0:00,topic7
3556,Solomon Islands,5/19/14 0:00,topic4
3557,Solomon Islands,5/23/14 0:00,topic4
3554,Solomon Islands,6/24/14 0:00,topic4
3575,Somalia,6/24/13 0:00,topic2
3592,Somalia,6/26/13 0:00,topic2
3593,Somalia,6/26/13 0:00,topic2
3577,Somalia,6/27/13 0:00,topic2
3576,Somalia,6/27/13 0:00,topic4
3578,Somalia,7/1/13 0:00,topic2
3579,Somalia,7/1/13 0:00,topic2
3580,Somalia,7/1/13 0:00,topic2
3581,Somalia,7/1/13 0:00,topic2
3582,Somalia,7/2/13 0:00,topic2
3654,Somalia,7/11/13 0:00,topic2
3583,Somalia,7/12/13 0:00,topic2
3584,Somalia,7/12/13 0:00,topic2
3655,Somalia,7/15/13 0:00,topic2
3656,Somalia,7/15/13 0:00,topic2
3585,Somalia,7/18/13 0:00,topic2
3586,Somalia,7/18/13 0:00,topic2
3657,Somalia,7/29/13 0:00,topic2
3658,Somalia,8/1/13 0:00,topic6
3597,Somalia,8/9/13 0:00,topic2
3587,Somalia,8/12/13 0:00,topic8
3614,Somalia,8/14/13 0:00,topic2
3615,Somalia,8/14/13 0:00,topic2
3596,Somalia,8/27/13 0:00,topic1
3588,Somalia,9/5/13 0:00,topic6
3589,Somalia,9/6/13 0:00,topic2
3590,Somalia,9/9/13 0:00,topic2
3591,Somalia,9/9/13 0:00,topic2
3604,Somalia,9/12/13 0:00,topic2
3605,Somalia,9/12/13 0:00,topic2
3612,Somalia,9/13/13 0:00,topic2
3613,Somalia,9/13/13 0:00,topic2
3616,Somalia,9/23/13 0:00,topic2
3617,Somalia,9/24/13 0:00,topic4
3618,Somalia,9/30/13 0:00,topic2
3619,Somalia,10/4/13 0:00,topic2
3620,Somalia,10/14/13 0:00,topic2
3621,Somalia,10/16/13 0:00,topic2
3622,Somalia,10/16/13 0:00,topic2
3623,Somalia,10/24/13 0:00,topic4
3595,Somalia,10/31/13 0:00,topic2
3624,Somalia,11/4/13 0:00,topic4
3625,Somalia,11/5/13 0:00,topic2
3626,Somalia,11/6/13 0:00,topic4
3627,Somalia,11/8/13 0:00,topic2
3603,Somalia,11/11/13 0:00,topic2
3606,Somalia,11/12/13 0:00,topic4
3599,Somalia,11/13/13 0:00,topic2
3598,Somalia,11/13/13 0:00,topic4
3594,Somalia,11/15/13 0:00,topic1
3607,Somalia,11/19/13 0:00,topic2
3609,Somalia,11/19/13 0:00,topic2
3608,Somalia,11/19/13 0:00,topic4
3600,Somalia,11/22/13 0:00,topic4
3601,Somalia,11/29/13 0:00,topic4
3602,Somalia,12/2/13 0:00,topic2
3611,Somalia,12/5/13 0:00,topic2
3610,Somalia,12/18/13 0:00,topic2
3628,Somalia,5/19/14 0:00,topic2
3567,Somalia,5/20/14 0:00,topic2
3558,Somalia,5/21/14 0:00,topic2
3629,Somalia,6/6/14 0:00,topic5
3630,Somalia,6/19/14 0:00,topic2
3631,Somalia,7/7/14 0:00,topic2
3632,Somalia,7/7/14 0:00,topic2
3563,Somalia,7/9/14 0:00,topic2
3564,Somalia,7/9/14 0:00,topic2
3561,Somalia,7/16/14 0:00,topic4
3633,Somalia,7/17/14 0:00,topic8
3566,Somalia,7/22/14 0:00,topic4
3634,Somalia,7/28/14 0:00,topic2
3635,Somalia,8/1/14 0:00,topic2
3636,Somalia,8/4/14 0:00,topic2
3652,Somalia,8/6/14 0:00,topic2
3568,Somalia,8/12/14 0:00,topic2
3559,Somalia,8/13/14 0:00,topic4
3637,Somalia,8/15/14 0:00,topic2
3573,Somalia,8/19/14 0:00,topic4
3638,Somalia,8/29/14 0:00,topic2
3569,Somalia,9/2/14 0:00,topic2
3570,Somalia,9/2/14 0:00,topic2
3571,Somalia,9/2/14 0:00,topic2
3572,Somalia,9/2/14 0:00,topic2
3640,Somalia,9/8/14 0:00,topic2
3641,Somalia,9/8/14 0:00,topic2
3639,Somalia,9/8/14 0:00,topic4
3574,Somalia,9/9/14 0:00,topic2
3642,Somalia,9/29/14 0:00,topic2
3562,Somalia,10/15/14 0:00,topic1
3643,Somalia,10/16/14 0:00,topic2
3644,Somalia,11/3/14 0:00,topic1
3645,Somalia,11/17/14 0:00,topic2
3565,Somalia,11/25/14 0:00,topic4
3560,Somalia,12/3/14 0:00,topic2
3646,Somalia,12/4/14 0:00,topic2
3647,Somalia,12/8/14 0:00,topic2
3648,Somalia,12/8/14 0:00,topic2
3649,Somalia,12/11/14 0:00,topic2
3650,Somalia,12/12/14 0:00,topic7
3651,Somalia,12/15/14 0:00,topic2
3653,Somalia,12/30/14 0:00,topic2
