,Country,Date/Time,topic
3661,South Africa,9/5/13 0:00,topic2
3666,South Africa,9/30/13 0:00,topic2
3667,South Africa,10/16/13 0:00,topic2
3662,South Africa,10/18/13 0:00,topic2
3663,South Africa,10/18/13 0:00,topic4
3668,South Africa,10/25/13 0:00,topic7
3669,South Africa,10/30/13 0:00,topic2
3670,South Africa,11/4/13 0:00,topic2
3665,South Africa,11/20/13 0:00,topic4
3664,South Africa,11/29/13 0:00,topic4
3660,South Africa,5/14/14 0:00,topic4
3671,South Africa,5/19/14 0:00,topic4
3672,South Africa,6/5/14 0:00,topic2
3659,South Africa,10/9/14 0:00,topic2
3673,South Africa,11/17/14 0:00,topic2
3719,Sudan,6/25/13 0:00,topic2
3720,Sudan,7/11/13 0:00,topic2
3721,Sudan,7/12/13 0:00,topic4
3722,Sudan,7/15/13 0:00,topic2
3723,Sudan,7/17/13 0:00,topic2
3724,Sudan,7/18/13 0:00,topic2
3725,Sudan,7/18/13 0:00,topic2
3749,Sudan,7/24/13 0:00,topic2
3750,Sudan,7/24/13 0:00,topic5
3743,Sudan,7/25/13 0:00,topic2
3813,Sudan,7/26/13 0:00,topic1
3736,Sudan,7/29/13 0:00,topic2
3737,Sudan,7/29/13 0:00,topic2
3739,Sudan,8/1/13 0:00,topic2
3734,Sudan,8/9/13 0:00,topic2
3726,Sudan,8/12/13 0:00,topic2
3727,Sudan,8/12/13 0:00,topic2
3754,Sudan,8/14/13 0:00,topic4
3755,Sudan,8/15/13 0:00,topic2
3730,Sudan,8/27/13 0:00,topic2
3728,Sudan,9/10/13 0:00,topic4
3814,Sudan,9/12/13 0:00,topic4
3751,Sudan,9/13/13 0:00,topic2
3752,Sudan,9/13/13 0:00,topic4
3753,Sudan,9/13/13 0:00,topic4
3735,Sudan,9/20/13 0:00,topic2
3815,Sudan,10/8/13 0:00,topic7
3731,Sudan,10/17/13 0:00,topic7
3732,Sudan,10/23/13 0:00,topic2
3733,Sudan,10/23/13 0:00,topic2
3756,Sudan,10/24/13 0:00,topic4
3729,Sudan,10/31/13 0:00,topic6
3758,Sudan,11/6/13 0:00,topic2
3757,Sudan,11/6/13 0:00,topic4
3745,Sudan,11/19/13 0:00,topic2
3744,Sudan,11/19/13 0:00,topic4
3747,Sudan,12/18/13 0:00,topic1
3748,Sudan,12/18/13 0:00,topic2
3740,Sudan,12/19/13 0:00,topic2
3741,Sudan,12/19/13 0:00,topic2
3742,Sudan,12/19/13 0:00,topic4
3738,Sudan,12/30/13 0:00,topic2
3746,Sudan,12/31/13 0:00,topic2
3759,Sudan,5/16/14 0:00,topic2
3760,Sudan,5/16/14 0:00,topic6
3762,Sudan,5/19/14 0:00,topic2
3761,Sudan,5/19/14 0:00,topic8
3697,Sudan,5/20/14 0:00,topic2
3698,Sudan,5/20/14 0:00,topic2
3699,Sudan,5/20/14 0:00,topic2
3700,Sudan,5/20/14 0:00,topic7
3679,Sudan,5/21/14 0:00,topic2
3764,Sudan,6/16/14 0:00,topic2
3763,Sudan,6/16/14 0:00,topic4
3711,Sudan,6/17/14 0:00,topic2
3713,Sudan,6/17/14 0:00,topic2
3712,Sudan,6/17/14 0:00,topic4
3765,Sudan,6/19/14 0:00,topic4
3766,Sudan,6/20/14 0:00,topic1
3767,Sudan,6/23/14 0:00,topic1
3768,Sudan,6/23/14 0:00,topic2
3694,Sudan,6/24/14 0:00,topic2
3688,Sudan,7/2/14 0:00,topic2
3689,Sudan,7/2/14 0:00,topic6
3769,Sudan,7/7/14 0:00,topic2
3807,Sudan,7/9/14 0:00,topic2
3808,Sudan,7/9/14 0:00,topic2
3809,Sudan,7/9/14 0:00,topic2
3810,Sudan,7/9/14 0:00,topic2
3771,Sudan,7/10/14 0:00,topic2
3772,Sudan,7/10/14 0:00,topic2
3770,Sudan,7/10/14 0:00,topic8
3774,Sudan,7/14/14 0:00,topic4
3773,Sudan,7/14/14 0:00,topic6
3811,Sudan,7/15/14 0:00,topic2
3812,Sudan,7/15/14 0:00,topic2
3806,Sudan,7/16/14 0:00,topic2
3775,Sudan,7/17/14 0:00,topic2
3776,Sudan,7/17/14 0:00,topic2
3777,Sudan,7/21/14 0:00,topic4
3696,Sudan,7/22/14 0:00,topic2
3695,Sudan,7/22/14 0:00,topic4
3678,Sudan,7/23/14 0:00,topic4
3778,Sudan,7/28/14 0:00,topic2
3780,Sudan,8/1/14 0:00,topic2
3779,Sudan,8/1/14 0:00,topic5
3781,Sudan,8/1/14 0:00,topic6
3783,Sudan,8/4/14 0:00,topic2
3782,Sudan,8/4/14 0:00,topic7
3716,Sudan,8/5/14 0:00,topic2
3683,Sudan,8/6/14 0:00,topic4
3784,Sudan,8/7/14 0:00,topic2
3785,Sudan,8/7/14 0:00,topic4
3703,Sudan,8/12/14 0:00,topic2
3704,Sudan,8/12/14 0:00,topic2
3680,Sudan,8/13/14 0:00,topic2
3681,Sudan,8/13/14 0:00,topic2
3786,Sudan,8/15/14 0:00,topic2
3709,Sudan,8/19/14 0:00,topic2
3710,Sudan,8/19/14 0:00,topic2
3787,Sudan,8/22/14 0:00,topic2
3788,Sudan,8/25/14 0:00,topic2
3690,Sudan,8/26/14 0:00,topic2
3691,Sudan,8/26/14 0:00,topic2
3692,Sudan,8/26/14 0:00,topic2
3676,Sudan,8/27/14 0:00,topic2
3675,Sudan,8/27/14 0:00,topic7
3789,Sudan,8/29/14 0:00,topic1
3706,Sudan,9/2/14 0:00,topic4
3707,Sudan,9/2/14 0:00,topic6
3682,Sudan,9/10/14 0:00,topic2
3790,Sudan,9/11/14 0:00,topic2
3791,Sudan,9/12/14 0:00,topic2
3705,Sudan,10/7/14 0:00,topic2
3674,Sudan,10/10/14 0:00,topic2
3714,Sudan,10/14/14 0:00,topic2
3715,Sudan,10/14/14 0:00,topic4
3684,Sudan,10/15/14 0:00,topic2
3685,Sudan,10/15/14 0:00,topic2
3686,Sudan,10/15/14 0:00,topic2
3792,Sudan,10/16/14 0:00,topic4
3793,Sudan,10/20/14 0:00,topic2
3795,Sudan,10/20/14 0:00,topic2
3794,Sudan,10/20/14 0:00,topic4
3708,Sudan,10/21/14 0:00,topic1
3797,Sudan,10/27/14 0:00,topic1
3798,Sudan,10/27/14 0:00,topic2
3799,Sudan,10/27/14 0:00,topic2
3796,Sudan,10/27/14 0:00,topic4
3800,Sudan,10/31/14 0:00,topic2
3717,Sudan,11/4/14 0:00,topic2
3687,Sudan,11/5/14 0:00,topic4
3801,Sudan,11/14/14 0:00,topic2
3802,Sudan,11/17/14 0:00,topic2
3701,Sudan,11/18/14 0:00,topic1
3693,Sudan,11/25/14 0:00,topic1
3677,Sudan,11/26/14 0:00,topic1
3803,Sudan,12/1/14 0:00,topic2
3804,Sudan,12/5/14 0:00,topic2
3805,Sudan,12/15/14 0:00,topic2
3702,Sudan,12/16/14 0:00,topic2
3718,Sudan,12/30/14 0:00,topic2
3818,Sudan,11/4/13 0:00,topic2
3819,Sudan,11/5/13 0:00,topic2
3816,Sudan,11/7/13 0:00,topic2
3817,Sudan,11/7/13 0:00,topic2
3820,Sudan,8/22/14 0:00,topic2
3832,Sri Lanka,6/27/13 0:00,topic2
3844,Sri Lanka,7/24/13 0:00,topic4
3833,Sri Lanka,8/12/13 0:00,topic2
3845,Sri Lanka,8/14/13 0:00,topic2
3846,Sri Lanka,8/14/13 0:00,topic7
3847,Sri Lanka,8/15/13 0:00,topic2
3837,Sri Lanka,8/27/13 0:00,topic2
3834,Sri Lanka,9/5/13 0:00,topic2
3839,Sri Lanka,9/20/13 0:00,topic1
3838,Sri Lanka,9/20/13 0:00,topic2
3848,Sri Lanka,9/23/13 0:00,topic2
3849,Sri Lanka,9/24/13 0:00,topic2
3850,Sri Lanka,9/26/13 0:00,topic4
3851,Sri Lanka,10/30/13 0:00,topic4
3852,Sri Lanka,11/4/13 0:00,topic1
3853,Sri Lanka,11/8/13 0:00,topic2
3854,Sri Lanka,11/8/13 0:00,topic2
3835,Sri Lanka,11/15/13 0:00,topic1
3836,Sri Lanka,11/15/13 0:00,topic1
3840,Sri Lanka,11/29/13 0:00,topic2
3841,Sri Lanka,12/3/13 0:00,topic2
3842,Sri Lanka,12/3/13 0:00,topic2
3843,Sri Lanka,12/4/13 0:00,topic2
3855,Sri Lanka,5/19/14 0:00,topic4
3856,Sri Lanka,6/6/14 0:00,topic4
3857,Sri Lanka,6/6/14 0:00,topic4
3858,Sri Lanka,6/16/14 0:00,topic2
3829,Sri Lanka,6/17/14 0:00,topic2
3859,Sri Lanka,6/19/14 0:00,topic2
3860,Sri Lanka,6/20/14 0:00,topic2
3861,Sri Lanka,7/7/14 0:00,topic2
3824,Sri Lanka,7/9/14 0:00,topic2
3862,Sri Lanka,7/21/14 0:00,topic2
3863,Sri Lanka,8/4/14 0:00,topic4
3823,Sri Lanka,8/6/14 0:00,topic2
3830,Sri Lanka,8/14/14 0:00,topic2
3828,Sri Lanka,8/19/14 0:00,topic2
3827,Sri Lanka,8/19/14 0:00,topic4
3864,Sri Lanka,8/22/14 0:00,topic4
3821,Sri Lanka,8/28/14 0:00,topic2
3865,Sri Lanka,10/16/14 0:00,topic2
3825,Sri Lanka,10/21/14 0:00,topic2
3826,Sri Lanka,10/21/14 0:00,topic4
3866,Sri Lanka,10/27/14 0:00,topic4
3867,Sri Lanka,10/31/14 0:00,topic4
3822,Sri Lanka,12/17/14 0:00,topic2
3831,Sri Lanka,12/30/14 0:00,topic1
4028,Israel,8/6/14 0:00,topic2
4027,Israel,8/6/14 0:00,topic6
3907,Israel,6/24/13 0:00,topic2
3908,Israel,6/24/13 0:00,topic5
3909,Israel,6/25/13 0:00,topic2
3910,Israel,6/27/13 0:00,topic4
3911,Israel,6/27/13 0:00,topic7
3912,Israel,7/2/13 0:00,topic2
3913,Israel,7/10/13 0:00,topic2
3975,Israel,7/12/13 0:00,topic2
3914,Israel,8/13/13 0:00,topic2
3933,Israel,8/14/13 0:00,topic2
3932,Israel,8/14/13 0:00,topic4
3919,Israel,8/27/13 0:00,topic2
3934,Israel,9/23/13 0:00,topic2
3935,Israel,10/4/13 0:00,topic2
3936,Israel,10/14/13 0:00,topic2
3921,Israel,10/18/13 0:00,topic2
3920,Israel,10/18/13 0:00,topic4
3937,Israel,10/25/13 0:00,topic2
3938,Israel,10/30/13 0:00,topic2
3918,Israel,10/31/13 0:00,topic2
3917,Israel,10/31/13 0:00,topic4
3939,Israel,11/4/13 0:00,topic7
3940,Israel,11/6/13 0:00,topic4
3941,Israel,11/6/13 0:00,topic4
3942,Israel,11/6/13 0:00,topic4
3925,Israel,11/7/13 0:00,topic4
3944,Israel,11/8/13 0:00,topic1
3943,Israel,11/8/13 0:00,topic2
3922,Israel,11/13/13 0:00,topic4
3915,Israel,11/15/13 0:00,topic2
3916,Israel,11/15/13 0:00,topic7
3931,Israel,11/20/13 0:00,topic4
3930,Israel,11/20/13 0:00,topic8
3923,Israel,11/22/13 0:00,topic4
3924,Israel,12/2/13 0:00,topic2
3926,Israel,12/19/13 0:00,topic2
3974,Israel,12/30/13 0:00,topic2
3927,Israel,12/31/13 0:00,topic2
3928,Israel,12/31/13 0:00,topic2
3929,Israel,12/31/13 0:00,topic4
3875,Israel,5/21/14 0:00,topic1
3945,Israel,5/22/14 0:00,topic4
3946,Israel,5/23/14 0:00,topic4
3947,Israel,6/6/14 0:00,topic2
3948,Israel,6/16/14 0:00,topic2
3949,Israel,6/20/14 0:00,topic2
3950,Israel,6/20/14 0:00,topic2
3951,Israel,6/20/14 0:00,topic2
3952,Israel,6/25/14 0:00,topic2
3953,Israel,6/25/14 0:00,topic2
3874,Israel,6/25/14 0:00,topic4
3882,Israel,7/9/14 0:00,topic4
3881,Israel,7/16/14 0:00,topic6
3954,Israel,7/21/14 0:00,topic2
3955,Israel,7/28/14 0:00,topic2
3956,Israel,7/28/14 0:00,topic2
3869,Israel,7/30/14 0:00,topic2
3870,Israel,7/30/14 0:00,topic2
3871,Israel,7/30/14 0:00,topic2
3872,Israel,7/30/14 0:00,topic2
3873,Israel,7/30/14 0:00,topic2
3957,Israel,8/1/14 0:00,topic2
3958,Israel,8/1/14 0:00,topic2
3959,Israel,8/1/14 0:00,topic2
3879,Israel,8/13/14 0:00,topic2
3880,Israel,8/13/14 0:00,topic2
3960,Israel,8/25/14 0:00,topic2
3961,Israel,8/25/14 0:00,topic2
3962,Israel,8/25/14 0:00,topic2
3887,Israel,8/26/14 0:00,topic2
3888,Israel,8/26/14 0:00,topic2
3963,Israel,8/29/14 0:00,topic2
3893,Israel,9/2/14 0:00,topic1
3894,Israel,9/2/14 0:00,topic2
3895,Israel,9/2/14 0:00,topic2
3964,Israel,9/5/14 0:00,topic2
3965,Israel,9/8/14 0:00,topic4
3966,Israel,9/8/14 0:00,topic4
3967,Israel,9/12/14 0:00,topic4
3889,Israel,9/23/14 0:00,topic2
3890,Israel,9/23/14 0:00,topic2
3891,Israel,9/23/14 0:00,topic2
3892,Israel,10/7/14 0:00,topic2
3868,Israel,10/10/14 0:00,topic2
3900,Israel,10/14/14 0:00,topic2
3898,Israel,10/14/14 0:00,topic4
3899,Israel,10/14/14 0:00,topic4
3968,Israel,10/16/14 0:00,topic2
3969,Israel,10/20/14 0:00,topic4
3897,Israel,10/21/14 0:00,topic1
3970,Israel,10/27/14 0:00,topic2
3886,Israel,11/5/14 0:00,topic1
3884,Israel,11/5/14 0:00,topic2
3883,Israel,11/5/14 0:00,topic4
3885,Israel,11/5/14 0:00,topic4
3971,Israel,11/17/14 0:00,topic2
3896,Israel,12/2/14 0:00,topic2
3972,Israel,12/5/14 0:00,topic4
3973,Israel,12/11/14 0:00,topic2
3876,Israel,12/17/14 0:00,topic2
3877,Israel,12/17/14 0:00,topic2
3878,Israel,12/17/14 0:00,topic8
3901,Israel,12/18/14 0:00,topic2
3905,Israel,12/30/14 0:00,topic1
3904,Israel,12/30/14 0:00,topic2
3906,Israel,12/30/14 0:00,topic2
3902,Israel,12/31/14 0:00,topic2
3903,Israel,12/31/14 0:00,topic2
4008,Israel,5/16/14 0:00,topic2
4009,Israel,5/16/14 0:00,topic4
4010,Israel,6/5/14 0:00,topic4
4011,Israel,7/14/14 0:00,topic2
4000,Israel,7/15/14 0:00,topic2
4001,Israel,7/15/14 0:00,topic2
4002,Israel,7/15/14 0:00,topic2
4003,Israel,7/15/14 0:00,topic2
3999,Israel,7/15/14 0:00,topic4
4012,Israel,7/18/14 0:00,topic2
4014,Israel,7/18/14 0:00,topic2
4015,Israel,7/18/14 0:00,topic2
4016,Israel,7/18/14 0:00,topic2
4013,Israel,7/18/14 0:00,topic4
3987,Israel,7/22/14 0:00,topic2
3988,Israel,7/22/14 0:00,topic2
3989,Israel,7/22/14 0:00,topic2
3990,Israel,7/22/14 0:00,topic2
3991,Israel,7/22/14 0:00,topic2
3978,Israel,7/23/14 0:00,topic2
3979,Israel,7/23/14 0:00,topic2
3980,Israel,7/23/14 0:00,topic2
3981,Israel,7/23/14 0:00,topic2
3982,Israel,7/23/14 0:00,topic2
3983,Israel,7/23/14 0:00,topic2
4017,Israel,8/4/14 0:00,topic2
4018,Israel,8/4/14 0:00,topic2
4019,Israel,8/4/14 0:00,topic2
4004,Israel,8/5/14 0:00,topic2
4005,Israel,8/5/14 0:00,topic2
4006,Israel,8/5/14 0:00,topic2
4020,Israel,8/7/14 0:00,topic4
3995,Israel,8/12/14 0:00,topic2
3996,Israel,8/12/14 0:00,topic2
4007,Israel,8/14/14 0:00,topic2
3997,Israel,8/19/14 0:00,topic2
3998,Israel,8/19/14 0:00,topic4
4021,Israel,8/22/14 0:00,topic2
3977,Israel,8/27/14 0:00,topic4
3976,Israel,8/28/14 0:00,topic2
3984,Israel,10/22/14 0:00,topic2
3985,Israel,10/22/14 0:00,topic2
3986,Israel,10/22/14 0:00,topic2
4022,Israel,12/4/14 0:00,topic2
4023,Israel,12/12/14 0:00,topic2
4024,Israel,12/12/14 0:00,topic2
4025,Israel,12/15/14 0:00,topic2
3992,Israel,12/16/14 0:00,topic2
3993,Israel,12/16/14 0:00,topic2
3994,Israel,12/16/14 0:00,topic2
4026,Israel,10/16/13 0:00,topic8
4042,Sudan,6/24/13 0:00,topic2
4043,Sudan,6/25/13 0:00,topic2
4045,Sudan,6/27/13 0:00,topic2
4044,Sudan,6/27/13 0:00,topic6
4046,Sudan,6/28/13 0:00,topic7
4047,Sudan,7/1/13 0:00,topic2
4048,Sudan,7/12/13 0:00,topic2
4049,Sudan,7/15/13 0:00,topic4
4050,Sudan,7/17/13 0:00,topic2
4100,Sudan,7/24/13 0:00,topic2
4087,Sudan,7/25/13 0:00,topic2
4088,Sudan,7/25/13 0:00,topic2
4074,Sudan,7/26/13 0:00,topic2
4081,Sudan,7/29/13 0:00,topic2
4082,Sudan,7/29/13 0:00,topic2
4094,Sudan,7/30/13 0:00,topic2
4095,Sudan,7/31/13 0:00,topic2
4070,Sudan,7/31/13 0:00,topic4
4096,Sudan,7/31/13 0:00,topic4
4052,Sudan,8/12/13 0:00,topic2
4051,Sudan,8/12/13 0:00,topic4
4053,Sudan,8/13/13 0:00,topic2
4055,Sudan,8/13/13 0:00,topic2
4054,Sudan,8/13/13 0:00,topic4
4056,Sudan,8/13/13 0:00,topic4
4105,Sudan,8/14/13 0:00,topic4
4106,Sudan,8/14/13 0:00,topic4
4107,Sudan,8/14/13 0:00,topic4
4103,Sudan,8/14/13 0:00,topic7
4104,Sudan,8/14/13 0:00,topic7
4108,Sudan,8/15/13 0:00,topic7
4066,Sudan,8/27/13 0:00,topic4
4067,Sudan,8/27/13 0:00,topic4
4068,Sudan,8/27/13 0:00,topic6
4058,Sudan,9/6/13 0:00,topic2
4057,Sudan,9/6/13 0:00,topic4
4060,Sudan,9/9/13 0:00,topic2
4059,Sudan,9/9/13 0:00,topic7
4061,Sudan,9/9/13 0:00,topic7
4062,Sudan,9/10/13 0:00,topic6
4102,Sudan,9/13/13 0:00,topic4
4078,Sudan,9/16/13 0:00,topic2
4079,Sudan,9/16/13 0:00,topic2
4086,Sudan,9/19/13 0:00,topic2
4073,Sudan,9/20/13 0:00,topic2
4109,Sudan,9/26/13 0:00,topic2
4110,Sudan,9/27/13 0:00,topic2
4111,Sudan,9/27/13 0:00,topic2
4112,Sudan,9/30/13 0:00,topic2
4113,Sudan,9/30/13 0:00,topic4
4097,Sudan,10/9/13 0:00,topic2
4071,Sudan,10/11/13 0:00,topic2
4072,Sudan,10/11/13 0:00,topic4
4115,Sudan,10/14/13 0:00,topic2
4114,Sudan,10/14/13 0:00,topic7
4116,Sudan,10/24/13 0:00,topic2
4117,Sudan,10/25/13 0:00,topic2
4118,Sudan,10/30/13 0:00,topic2
4065,Sudan,10/31/13 0:00,topic2
4119,Sudan,11/4/13 0:00,topic2
4120,Sudan,11/5/13 0:00,topic6
4121,Sudan,11/6/13 0:00,topic4
4084,Sudan,11/7/13 0:00,topic2
4085,Sudan,11/7/13 0:00,topic2
4122,Sudan,11/8/13 0:00,topic2
4123,Sudan,11/8/13 0:00,topic2
4077,Sudan,11/11/13 0:00,topic2
4089,Sudan,11/12/13 0:00,topic2
4090,Sudan,11/12/13 0:00,topic2
4069,Sudan,11/13/13 0:00,topic2
4064,Sudan,11/15/13 0:00,topic2
4063,Sudan,11/15/13 0:00,topic4
4080,Sudan,11/18/13 0:00,topic2
4091,Sudan,11/19/13 0:00,topic2
4092,Sudan,11/19/13 0:00,topic2
4093,Sudan,11/19/13 0:00,topic4
4099,Sudan,11/20/13 0:00,topic2
4075,Sudan,11/29/13 0:00,topic2
4076,Sudan,12/2/13 0:00,topic2
4101,Sudan,12/5/13 0:00,topic2
4098,Sudan,12/18/13 0:00,topic2
4083,Sudan,12/30/13 0:00,topic2
4031,Sudan,5/14/14 0:00,topic4
4124,Sudan,5/16/14 0:00,topic2
4125,Sudan,5/16/14 0:00,topic2
4126,Sudan,5/16/14 0:00,topic2
4127,Sudan,5/19/14 0:00,topic2
4128,Sudan,5/19/14 0:00,topic2
4037,Sudan,5/20/14 0:00,topic2
4129,Sudan,5/23/14 0:00,topic4
4130,Sudan,6/6/14 0:00,topic2
4036,Sudan,6/24/14 0:00,topic2
4030,Sudan,6/25/14 0:00,topic2
4029,Sudan,6/25/14 0:00,topic4
4035,Sudan,7/2/14 0:00,topic4
4131,Sudan,7/7/14 0:00,topic2
4132,Sudan,7/7/14 0:00,topic2
4133,Sudan,7/10/14 0:00,topic4
4134,Sudan,7/14/14 0:00,topic2
4033,Sudan,7/16/14 0:00,topic2
4135,Sudan,7/21/14 0:00,topic4
4136,Sudan,8/4/14 0:00,topic4
4137,Sudan,8/4/14 0:00,topic4
4032,Sudan,8/6/14 0:00,topic4
4138,Sudan,8/7/14 0:00,topic4
4041,Sudan,8/19/14 0:00,topic4
4139,Sudan,9/12/14 0:00,topic2
4140,Sudan,10/27/14 0:00,topic2
4034,Sudan,11/5/14 0:00,topic2
4039,Sudan,11/18/14 0:00,topic2
4038,Sudan,11/18/14 0:00,topic4
4141,Sudan,11/24/14 0:00,topic4
4142,Sudan,12/1/14 0:00,topic2
4143,Sudan,12/1/14 0:00,topic4
4144,Sudan,12/5/14 0:00,topic4
4145,Sudan,12/12/14 0:00,topic1
4040,Sudan,12/16/14 0:00,topic2
4146,Sudan,7/16/13 0:00,topic4
4146,Nigeria,7/16/13 0:00,topic4
4147,Sudan,10/15/14 0:00,topic2
4148,Sudan,9/9/13 0:00,topic2
4149,Sudan,9/11/13 0:00,topic2
4154,Sudan,10/10/13 0:00,topic2
4155,Sudan,10/16/13 0:00,topic2
4153,Sudan,10/23/13 0:00,topic2
4156,Sudan,10/25/13 0:00,topic4
4150,Sudan,10/31/13 0:00,topic2
4151,Sudan,10/31/13 0:00,topic2
4152,Sudan,10/31/13 0:00,topic4
4157,Swaziland,7/31/13 0:00,topic4
4158,Swaziland,7/31/13 0:00,topic4
4159,Swaziland,6/6/14 0:00,topic2
4160,Swaziland,8/4/14 0:00,topic7
4238,Syria,6/25/13 0:00,topic2
4267,Syria,6/26/13 0:00,topic2
4268,Syria,6/26/13 0:00,topic2
4239,Syria,6/28/13 0:00,topic2
4240,Syria,6/28/13 0:00,topic2
4241,Syria,6/28/13 0:00,topic2
4242,Syria,7/1/13 0:00,topic2
4244,Syria,7/2/13 0:00,topic2
4243,Syria,7/2/13 0:00,topic4
4452,Syria,7/10/13 0:00,topic2
4453,Syria,7/11/13 0:00,topic2
4454,Syria,7/11/13 0:00,topic2
4245,Syria,7/12/13 0:00,topic2
4246,Syria,7/12/13 0:00,topic2
4455,Syria,7/15/13 0:00,topic2
4456,Syria,7/15/13 0:00,topic2
4457,Syria,7/15/13 0:00,topic2
4458,Syria,7/16/13 0:00,topic2
4459,Syria,7/16/13 0:00,topic2
4460,Syria,7/16/13 0:00,topic2
4247,Syria,7/17/13 0:00,topic2
4248,Syria,7/17/13 0:00,topic2
4249,Syria,7/17/13 0:00,topic2
4250,Syria,7/18/13 0:00,topic2
4334,Syria,7/24/13 0:00,topic2
4335,Syria,7/24/13 0:00,topic2
4314,Syria,7/25/13 0:00,topic2
4316,Syria,7/25/13 0:00,topic2
4315,Syria,7/25/13 0:00,topic4
4325,Syria,7/30/13 0:00,topic1
4326,Syria,7/30/13 0:00,topic1
4324,Syria,7/30/13 0:00,topic2
4327,Syria,7/30/13 0:00,topic2
4328,Syria,7/30/13 0:00,topic2
4282,Syria,7/31/13 0:00,topic2
4329,Syria,7/31/13 0:00,topic2
4300,Syria,8/1/13 0:00,topic2
4301,Syria,8/1/13 0:00,topic2
4302,Syria,8/1/13 0:00,topic2
4279,Syria,8/9/13 0:00,topic1
4280,Syria,8/9/13 0:00,topic4
4251,Syria,8/12/13 0:00,topic2
4252,Syria,8/13/13 0:00,topic2
4253,Syria,8/13/13 0:00,topic2
4254,Syria,8/13/13 0:00,topic2
4339,Syria,8/14/13 0:00,topic2
4340,Syria,8/15/13 0:00,topic2
4270,Syria,8/27/13 0:00,topic2
4271,Syria,8/27/13 0:00,topic2
4255,Syria,9/5/13 0:00,topic2
4256,Syria,9/5/13 0:00,topic6
4258,Syria,9/6/13 0:00,topic1
4257,Syria,9/6/13 0:00,topic2
4259,Syria,9/9/13 0:00,topic2
4260,Syria,9/9/13 0:00,topic2
4261,Syria,9/10/13 0:00,topic2
4262,Syria,9/10/13 0:00,topic4
4263,Syria,9/11/13 0:00,topic2
4264,Syria,9/11/13 0:00,topic2
4265,Syria,9/11/13 0:00,topic2
4266,Syria,9/11/13 0:00,topic2
4306,Syria,9/12/13 0:00,topic2
4307,Syria,9/12/13 0:00,topic2
4308,Syria,9/12/13 0:00,topic2
4310,Syria,9/12/13 0:00,topic2
4309,Syria,9/12/13 0:00,topic7
4337,Syria,9/13/13 0:00,topic2
4338,Syria,9/13/13 0:00,topic2
4295,Syria,9/16/13 0:00,topic1
4296,Syria,9/16/13 0:00,topic2
4312,Syria,9/19/13 0:00,topic2
4284,Syria,9/20/13 0:00,topic2
4285,Syria,9/20/13 0:00,topic2
4287,Syria,9/20/13 0:00,topic2
4286,Syria,9/20/13 0:00,topic4
4288,Syria,9/20/13 0:00,topic4
4342,Syria,9/23/13 0:00,topic2
4343,Syria,9/23/13 0:00,topic2
4344,Syria,9/23/13 0:00,topic2
4341,Syria,9/23/13 0:00,topic4
4345,Syria,9/24/13 0:00,topic2
4346,Syria,9/24/13 0:00,topic7
4347,Syria,9/26/13 0:00,topic4
4348,Syria,9/27/13 0:00,topic2
4349,Syria,9/27/13 0:00,topic4
4351,Syria,9/30/13 0:00,topic2
4352,Syria,9/30/13 0:00,topic2
4350,Syria,9/30/13 0:00,topic4
4353,Syria,10/4/13 0:00,topic2
4319,Syria,10/8/13 0:00,topic2
4320,Syria,10/8/13 0:00,topic4
4462,Syria,10/9/13 0:00,topic2
4463,Syria,10/9/13 0:00,topic2
4461,Syria,10/10/13 0:00,topic2
4283,Syria,10/11/13 0:00,topic2
4354,Syria,10/14/13 0:00,topic2
4355,Syria,10/14/13 0:00,topic2
4356,Syria,10/14/13 0:00,topic2
4357,Syria,10/14/13 0:00,topic4
4359,Syria,10/16/13 0:00,topic1
4360,Syria,10/16/13 0:00,topic2
4358,Syria,10/16/13 0:00,topic4
4275,Syria,10/17/13 0:00,topic2
4277,Syria,10/17/13 0:00,topic2
4276,Syria,10/17/13 0:00,topic4
4272,Syria,10/18/13 0:00,topic2
4273,Syria,10/18/13 0:00,topic2
4274,Syria,10/18/13 0:00,topic2
4278,Syria,10/23/13 0:00,topic2
4362,Syria,10/24/13 0:00,topic2
4361,Syria,10/24/13 0:00,topic4
4363,Syria,10/25/13 0:00,topic2
4364,Syria,10/25/13 0:00,topic2
4365,Syria,10/30/13 0:00,topic7
4269,Syria,10/31/13 0:00,topic4
4366,Syria,11/4/13 0:00,topic2
4367,Syria,11/4/13 0:00,topic2
4368,Syria,11/4/13 0:00,topic2
4370,Syria,11/5/13 0:00,topic2
4369,Syria,11/5/13 0:00,topic4
4371,Syria,11/6/13 0:00,topic2
4305,Syria,11/7/13 0:00,topic1
4303,Syria,11/7/13 0:00,topic2
4304,Syria,11/7/13 0:00,topic2
4372,Syria,11/8/13 0:00,topic2
4374,Syria,11/8/13 0:00,topic2
4373,Syria,11/8/13 0:00,topic4
4293,Syria,11/11/13 0:00,topic2
4294,Syria,11/11/13 0:00,topic2
4321,Syria,11/12/13 0:00,topic2
4322,Syria,11/12/13 0:00,topic2
4323,Syria,11/12/13 0:00,topic2
4281,Syria,11/13/13 0:00,topic2
4297,Syria,11/18/13 0:00,topic2
4313,Syria,11/21/13 0:00,topic2
4289,Syria,11/22/13 0:00,topic4
4298,Syria,11/25/13 0:00,topic2
4290,Syria,11/29/13 0:00,topic2
4291,Syria,12/2/13 0:00,topic2
